currency,withdrawal_fee
XLM,0.01
DGB,0.5
HSR,0.01
ONION,0.1
LTC,0.001
NANO,0.05
ETC,0.01
INS,0.5
EVX,0.5
NEBL,0.1
BCC,0.0005
RDN,0.5
KNC,0.5
MOD,0.5
PAY,0.5
DASH,0.002
WTC,0.1
PPT,0.1
OMG,0.1
QTUM,0.1
GVT,0.1
ARN,1.8
WAN,0.7
ETH,0.01
BTC,0.001
